method,ARI,AMI,FMI,unlabeled_pctg,cluster_num,pred_type_max_pctg,supervised,dataset,complexity,entropy,seq_depth_med,seq_depth_IQR,cell_types,cell_type_max_pctg,sparsity,sample_num,gene_num,quantile,assigned
scmap_cluster...1,0.3359676982067958,0.5778172338330623,0.38530801188898894,0.13938053097345132,21,0.13938053097345132,TRUE,midbrain_mouse,0.9671998868812455,2.7650550438048658,0.2383696708790446,0.07979215849650506,23,0.1570796460176991,0.9087617501502372,452,21603,0.3,NA
scmap_cell...2,0.04199367317892446,0.21255709642180784,0.270869462929642,0.7721238938053098,14,0.7721238938053098,TRUE,midbrain_mouse,0.9671998868812455,2.7650550438048658,0.2383696708790446,0.07979215849650506,23,0.1570796460176991,0.9087617501502372,452,21603,0.3,NA
chetah...3,0.28559849321637554,0.5157408329644175,0.34344868819288904,0.17699115044247787,19,0.17699115044247787,TRUE,midbrain_mouse,0.9671998868812455,2.7650550438048658,0.2383696708790446,0.07979215849650506,23,0.1570796460176991,0.9087617501502372,452,21603,0.3,NA
singlecellnet...4,0.5339627372905651,0.6410406177216671,0.5810005487487891,0.05088495575221239,19,0.20575221238938052,TRUE,midbrain_mouse,0.9671998868812455,2.7650550438048658,0.2383696708790446,0.07979215849650506,23,0.1570796460176991,0.9087617501502372,452,21603,0.3,NA
garnett...5,9.171374844874898e-4,0.00925404351786644,0.2731137291941241,0.9911504424778761,2,0.9911504424778761,TRUE,midbrain_mouse,0.9671998868812455,2.7650550438048658,0.2383696708790446,0.07979215849650506,23,0.1570796460176991,0.9087617501502372,452,21603,0.3,NA
singleR...6,0.5268076672326176,0.6814817949870605,0.5613573229622689,0,19,0.14601769911504425,TRUE,midbrain_mouse,0.9671998868812455,2.7650550438048658,0.2383696708790446,0.07979215849650506,23,0.1570796460176991,0.9087617501502372,452,21603,0.3,NA
cellassign...7,0.4267669989072173,0.6238406896678155,0.48323240319349586,0,16,0.19690265486725664,TRUE,midbrain_mouse,0.9671998868812455,2.7650550438048658,0.2383696708790446,0.07979215849650506,23,0.1570796460176991,0.9087617501502372,452,21603,0.3,NA
scmap_cluster...8,1,NA,1,NA,NA,NA,TRUE,midbrain_mouse,0.9671998868812455,2.7650550438048658,0.2383696708790446,0.07979215849650506,23,0.1570796460176991,0.9087617501502372,452,21603,0.3,TRUE
scmap_cell...9,1,NA,1,NA,NA,NA,TRUE,midbrain_mouse,0.9671998868812455,2.7650550438048658,0.2383696708790446,0.07979215849650506,23,0.1570796460176991,0.9087617501502372,452,21603,0.3,TRUE
chetah...10,1,NA,1,NA,NA,NA,TRUE,midbrain_mouse,0.9671998868812455,2.7650550438048658,0.2383696708790446,0.07979215849650506,23,0.1570796460176991,0.9087617501502372,452,21603,0.3,TRUE
singlecellnet...11,1,NA,1,NA,NA,NA,TRUE,midbrain_mouse,0.9671998868812455,2.7650550438048658,0.2383696708790446,0.07979215849650506,23,0.1570796460176991,0.9087617501502372,452,21603,0.3,TRUE
