method,ARI,AMI,FMI,unlabeled_pctg,cluster_num,pred_type_max_pctg,supervised,dataset,complexity,entropy,seq_depth_med,seq_depth_IQR,cell_types,cell_type_max_pctg,sparsity,sample_num,gene_num,assigned
scmap_cluster...1,0.5893289684169736,0.6409714365171811,0.645836320877608,0.16341463414634147,9,0.16991869918699187,TRUE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,NA
scmap_cell...2,0.24243034653365028,0.45432779183781546,0.45713772947627435,0.6040650406504066,9,0.6040650406504066,TRUE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,NA
chetah...3,0.5238299179078665,0.6092043501696919,0.5880258253012961,0.16991869918699187,9,0.16991869918699187,TRUE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,NA
singlecellnet...4,0.6864277335596769,0.735393213385699,0.7307721799512875,0,8,0.16666666666666666,TRUE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,NA
garnett...5,0.3080447995922733,0.46252766537336515,0.41885312893873794,0.3252032520325203,8,0.3252032520325203,TRUE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,NA
singleR...6,0.637595661271625,0.6999573370467997,0.6940171465772904,0,8,0.2186991869918699,TRUE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,NA
cellassign...7,0.2179786358825883,0.3902720428540774,0.4943488906373815,0,5,0.7308943089430894,TRUE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,NA
seurat...8,0.5121611468061299,0.6010416283647692,0.6108680637285633,NA,6,0.31626016260162604,FALSE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,NA
tscan...9,0.43192511902692393,0.5644732820591053,0.521087597710454,NA,8,0.24552845528455283,FALSE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,NA
sc3...10,0.6416066374962952,0.7199206874248305,0.6988525961633874,NA,8,0.2658536585365854,FALSE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,NA
liger...11,0.2954359193675304,0.5081843120875189,0.4206894808761246,NA,15,0.38699186991869916,FALSE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,NA
cidr...12,0.21001839938157163,0.36460161537652713,0.48971366236009306,NA,3,0.7365853658536585,FALSE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,NA
monocle3...13,0.21593778299804423,0.3805901783452752,0.49483976445528083,NA,3,0.734959349593496,FALSE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,NA
pcaReduce...14,0.4071239003223602,0.5408261628901891,0.4972798507342392,NA,17,0.1,FALSE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,NA
scmap_cluster...15,0.9929555973384933,0.950027507555583,0.9952605594054149,NA,NA,NA,TRUE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,TRUE
scmap_cell...16,0.991830127050255,0.9397347485921808,0.9945062570009128,NA,NA,NA,TRUE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,TRUE
chetah...17,0.9760893347176851,0.9249239757300947,0.9838846340177175,NA,NA,NA,TRUE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,TRUE
singlecellnet...18,0.9949700090677686,0.9619814550319976,0.9966132936638729,NA,NA,NA,TRUE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,TRUE
garnett...19,0.9650639787110753,0.8761633155596236,0.9765010858060347,NA,NA,NA,TRUE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,TRUE
singleR...20,0.99110963861852,0.945014181013233,0.9940189850429783,NA,NA,NA,TRUE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,TRUE
cellassign...21,0.9336364844743162,0.7989697598165054,0.9571753302156822,NA,NA,NA,TRUE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,TRUE
seurat...22,0.9882722567159151,0.9356170418774813,0.9921104284538882,NA,NA,NA,FALSE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,TRUE
tscan...23,0.7391672289671171,0.6836939734238338,0.8199938325659617,NA,NA,NA,FALSE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,TRUE
sc3...24,0.9917182541708918,0.9487453973398786,0.9944232185511198,NA,NA,NA,FALSE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,TRUE
liger...25,0.716697986042925,0.6667668708222476,0.8061196831574712,NA,NA,NA,FALSE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,TRUE
cidr...26,0.9242155448033487,0.7772064128759902,0.9509717306846143,NA,NA,NA,FALSE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,TRUE
monocle3...27,0.9216913870865563,0.7797963460720643,0.9493852215762483,NA,NA,NA,FALSE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,TRUE
pcaReduce...28,0.5640582429370287,0.6317196824216679,0.6982366586588096,NA,NA,NA,FALSE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,TRUE
scmap_cluster...29,0.39363399741820676,0.4624145409817569,0.5018030612728747,NA,NA,NA,TRUE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,FALSE
scmap_cell...30,0.03963713088355131,0.14941200659230464,0.40540751246933404,NA,NA,NA,TRUE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,FALSE
chetah...31,0.30635753381263475,0.4235641380119292,0.4271778726712962,NA,NA,NA,TRUE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,FALSE
singlecellnet...32,0.5401778520752488,0.5973706045765789,0.6251664306149844,NA,NA,NA,TRUE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,FALSE
garnett...33,0.0829112578891441,0.19474335893988828,0.29173382411974924,NA,NA,NA,TRUE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,FALSE
singleR...34,0.4782941503505737,0.5439117871500068,0.58574299908666,NA,NA,NA,TRUE,PBMC_AllCells_withLabels,0.9474647711475663,1.979779514271947,0.0708246811035301,0.02402847819638089,8,0.17886178861788618,0.970237977520683,1230,20226,FALSE
