method,ARI,AMI,FMI,unlabeled_pctg,cluster_num,pred_type_max_pctg,supervised,dataset,complexity,entropy,seq_depth_med,seq_depth_IQR,cell_types,cell_type_max_pctg,sparsity,sample_num,gene_num,assigned
scmap_cluster...1,0.8682442718421445,0.8681921383068811,0.8981142221647475,0.022727272727272728,7,0.4090909090909091,TRUE,Muraro_pancreas,0.5516290131176743,1.6733932366499307,5.593670585605231,4.4467963857382635,7,0.38636363636363635,0.7282177932109156,44,18902,NA
scmap_cell...2,0.4054681216681243,0.3986472871473131,0.642441441814088,0.6136363636363636,2,0.6136363636363636,TRUE,Muraro_pancreas,0.5516290131176743,1.6733932366499307,5.593670585605231,4.4467963857382635,7,0.38636363636363635,0.7282177932109156,44,18902,NA
chetah...3,0.7440622831643209,0.7020712050408267,0.8034576583620684,0.18181818181818182,6,0.38636363636363635,TRUE,Muraro_pancreas,0.5516290131176743,1.6733932366499307,5.593670585605231,4.4467963857382635,7,0.38636363636363635,0.7282177932109156,44,18902,NA
singlecellnet...4,0,0,0.46094855780085614,1,1,-Inf,TRUE,Muraro_pancreas,0.5516290131176743,1.6733932366499307,5.593670585605231,4.4467963857382635,7,0.38636363636363635,0.7282177932109156,44,18902,NA
garnett...5,0,0,0.46094855780085614,1,1,-Inf,TRUE,Muraro_pancreas,0.5516290131176743,1.6733932366499307,5.593670585605231,4.4467963857382635,7,0.38636363636363635,0.7282177932109156,44,18902,NA
singleR...6,0.22765613059101072,0.3727762966823098,0.4824214602611046,0,6,0.6590909090909091,TRUE,Muraro_pancreas,0.5516290131176743,1.6733932366499307,5.593670585605231,4.4467963857382635,7,0.38636363636363635,0.7282177932109156,44,18902,NA
cellassign...7,0.8891066928031364,0.8802817311041066,0.9139792630331702,0,6,0.4090909090909091,TRUE,Muraro_pancreas,0.5516290131176743,1.6733932366499307,5.593670585605231,4.4467963857382635,7,0.38636363636363635,0.7282177932109156,44,18902,NA
seurat...8,0,0,0.46094855780085614,NA,1,-Inf,FALSE,Muraro_pancreas,0.5516290131176743,1.6733932366499307,5.593670585605231,4.4467963857382635,7,0.38636363636363635,0.7282177932109156,44,18902,NA
tscan...9,0,0,0.46094855780085614,NA,1,-Inf,FALSE,Muraro_pancreas,0.5516290131176743,1.6733932366499307,5.593670585605231,4.4467963857382635,7,0.38636363636363635,0.7282177932109156,44,18902,NA
sc3...10,0.6641471403376165,0.77758548683231,0.7367094686837572,NA,8,0.25,FALSE,Muraro_pancreas,0.5516290131176743,1.6733932366499307,5.593670585605231,4.4467963857382635,7,0.38636363636363635,0.7282177932109156,44,18902,NA
liger...11,0,0,0.46094855780085614,NA,1,1,FALSE,Muraro_pancreas,0.5516290131176743,1.6733932366499307,5.593670585605231,4.4467963857382635,7,0.38636363636363635,0.7282177932109156,44,18902,NA
cidr...12,0.6309512843991959,0.7015995357529011,0.7505183780196762,NA,5,0.5454545454545454,FALSE,Muraro_pancreas,0.5516290131176743,1.6733932366499307,5.593670585605231,4.4467963857382635,7,0.38636363636363635,0.7282177932109156,44,18902,NA
monocle3...13,0,0,0.46094855780085614,NA,1,1,FALSE,Muraro_pancreas,0.5516290131176743,1.6733932366499307,5.593670585605231,4.4467963857382635,7,0.38636363636363635,0.7282177932109156,44,18902,NA
pcaReduce...14,0.7390856238704573,0.7076090007028976,0.7937271898972137,NA,17,0.38636363636363635,FALSE,Muraro_pancreas,0.5516290131176743,1.6733932366499307,5.593670585605231,4.4467963857382635,7,0.38636363636363635,0.7282177932109156,44,18902,NA
scmap_cluster...15,NA,NA,NA,NA,NA,NA,TRUE,Muraro_pancreas,0.5516290131176743,1.6733932366499307,5.593670585605231,4.4467963857382635,7,0.38636363636363635,0.7282177932109156,44,18902,TRUE
scmap_cell...16,NA,NA,NA,NA,NA,NA,TRUE,Muraro_pancreas,0.5516290131176743,1.6733932366499307,5.593670585605231,4.4467963857382635,7,0.38636363636363635,0.7282177932109156,44,18902,TRUE
chetah...17,NA,NA,NA,NA,NA,NA,TRUE,Muraro_pancreas,0.5516290131176743,1.6733932366499307,5.593670585605231,4.4467963857382635,7,0.38636363636363635,0.7282177932109156,44,18902,TRUE
singlecellnet...18,NA,NA,NA,NA,NA,NA,TRUE,Muraro_pancreas,0.5516290131176743,1.6733932366499307,5.593670585605231,4.4467963857382635,7,0.38636363636363635,0.7282177932109156,44,18902,TRUE
garnett...19,NA,NA,NA,NA,NA,NA,TRUE,Muraro_pancreas,0.5516290131176743,1.6733932366499307,5.593670585605231,4.4467963857382635,7,0.38636363636363635,0.7282177932109156,44,18902,TRUE
