method,ARI,AMI,FMI,unlabeled_pctg,cluster_num,pred_type_max_pctg,supervised,train_dataset,train_complexity,train_entropy,train_seq_depth_med,train_seq_depth_IQR,train_cell_types,train_cell_type_max_pctg,train_sparsity,train_sample_num,train_gene_num,test_dataset,test_complexity,test_entropy,test_seq_depth_med,test_seq_depth_IQR,test_cell_types,test_cell_type_max_pctg,test_sparsity,test_sample_num,test_gene_num,sample_pctg,assigned
scmap_cluster...1,0.5645916070090337,0.7307118326951939,0.5866534106950099,0.058823529411764705,26,0.1111111111111111,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9711663047893744,3.0806560535068668,0.393533305559413,0.27285562190436513,25,0.09803921568627451,0.8617565219548604,612,21603,0.4,NA
scmap_cell...2,0.0376683146822882,0.27733589356139,0.2096294408937476,0.6683006535947712,17,0.6683006535947712,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9711663047893744,3.0806560535068668,0.393533305559413,0.27285562190436513,25,0.09803921568627451,0.8617565219548604,612,21603,0.4,NA
chetah...3,0.27912255422340765,0.5606881266632049,0.32622958553566356,0.18137254901960784,26,0.18137254901960784,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9711663047893744,3.0806560535068668,0.393533305559413,0.27285562190436513,25,0.09803921568627451,0.8617565219548604,612,21603,0.4,NA
singlecellnet...4,0.8837108260857012,0.9214324902064007,0.8897820560221394,0.0016339869281045752,26,0.10130718954248366,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9711663047893744,3.0806560535068668,0.393533305559413,0.27285562190436513,25,0.09803921568627451,0.8617565219548604,612,21603,0.4,NA
garnett...5,-3.4751373970739796e-4,0.002720989437548733,0.22275769367516648,0.9967320261437909,2,0.9967320261437909,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9711663047893744,3.0806560535068668,0.393533305559413,0.27285562190436513,25,0.09803921568627451,0.8617565219548604,612,21603,0.4,NA
singleR...6,0.5885498000017133,0.7518745023751934,0.6088912623766015,0,25,0.07352941176470588,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9711663047893744,3.0806560535068668,0.393533305559413,0.27285562190436513,25,0.09803921568627451,0.8617565219548604,612,21603,0.4,NA
cellassign...7,0.5642110263789724,0.7369357791959187,0.5867737043915165,0,25,0.12581699346405228,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9711663047893744,3.0806560535068668,0.393533305559413,0.27285562190436513,25,0.09803921568627451,0.8617565219548604,612,21603,0.4,NA
scmap_cluster...8,NA,NA,NA,NA,NA,NA,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9711663047893744,3.0806560535068668,0.393533305559413,0.27285562190436513,25,0.09803921568627451,0.8617565219548604,612,21603,0.4,TRUE
scmap_cell...9,NA,NA,NA,NA,NA,NA,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9711663047893744,3.0806560535068668,0.393533305559413,0.27285562190436513,25,0.09803921568627451,0.8617565219548604,612,21603,0.4,TRUE
chetah...10,NA,NA,NA,NA,NA,NA,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9711663047893744,3.0806560535068668,0.393533305559413,0.27285562190436513,25,0.09803921568627451,0.8617565219548604,612,21603,0.4,TRUE
singlecellnet...11,NA,NA,NA,NA,NA,NA,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9711663047893744,3.0806560535068668,0.393533305559413,0.27285562190436513,25,0.09803921568627451,0.8617565219548604,612,21603,0.4,TRUE
garnett...12,NA,NA,NA,NA,NA,NA,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9711663047893744,3.0806560535068668,0.393533305559413,0.27285562190436513,25,0.09803921568627451,0.8617565219548604,612,21603,0.4,TRUE
singleR...13,NA,NA,NA,NA,NA,NA,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9711663047893744,3.0806560535068668,0.393533305559413,0.27285562190436513,25,0.09803921568627451,0.8617565219548604,612,21603,0.4,TRUE
cellassign...14,NA,NA,NA,NA,NA,NA,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9711663047893744,3.0806560535068668,0.393533305559413,0.27285562190436513,25,0.09803921568627451,0.8617565219548604,612,21603,0.4,TRUE
scmap_cluster...15,0.5645916070090337,0.7307118326951939,0.5866534106950099,NA,NA,NA,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9711663047893744,3.0806560535068668,0.393533305559413,0.27285562190436513,25,0.09803921568627451,0.8617565219548604,612,21603,0.4,FALSE
scmap_cell...16,0.0376683146822882,0.27733589356139,0.2096294408937476,NA,NA,NA,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9711663047893744,3.0806560535068668,0.393533305559413,0.27285562190436513,25,0.09803921568627451,0.8617565219548604,612,21603,0.4,FALSE
chetah...17,0.27912255422340765,0.5606881266632049,0.32622958553566356,NA,NA,NA,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9711663047893744,3.0806560535068668,0.393533305559413,0.27285562190436513,25,0.09803921568627451,0.8617565219548604,612,21603,0.4,FALSE
singlecellnet...18,0.8837108260857012,0.9214324902064007,0.8897820560221394,NA,NA,NA,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9711663047893744,3.0806560535068668,0.393533305559413,0.27285562190436513,25,0.09803921568627451,0.8617565219548604,612,21603,0.4,FALSE
garnett...19,-3.4751373970739796e-4,0.002720989437548733,0.22275769367516648,NA,NA,NA,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9711663047893744,3.0806560535068668,0.393533305559413,0.27285562190436513,25,0.09803921568627451,0.8617565219548604,612,21603,0.4,FALSE
singleR...20,0.5885498000017133,0.7518745023751934,0.6088912623766015,NA,NA,NA,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9711663047893744,3.0806560535068668,0.393533305559413,0.27285562190436513,25,0.09803921568627451,0.8617565219548604,612,21603,0.4,FALSE
cellassign...21,0.5642110263789724,0.7369357791959187,0.5867737043915165,NA,NA,NA,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9711663047893744,3.0806560535068668,0.393533305559413,0.27285562190436513,25,0.09803921568627451,0.8617565219548604,612,21603,0.4,FALSE
scmap_cluster...22,0.5786769979567374,0.7089024797102579,0.5998840420352721,0.060109289617486336,26,0.10163934426229508,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9601754649566364,3.0808367836095654,0.3851316946720363,0.27792436235708,25,0.09836065573770492,0.8630360739717136,915,21603,0.6,NA
scmap_cell...23,0.04155724870411323,0.283362531412579,0.2137164112099516,0.6601092896174864,16,0.6601092896174864,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9601754649566364,3.0808367836095654,0.3851316946720363,0.27792436235708,25,0.09836065573770492,0.8630360739717136,915,21603,0.6,NA
chetah...24,0.283232961396382,0.5514731417532,0.32919445034692857,0.18797814207650274,26,0.18797814207650274,TRUE,midbrain_mouse,0.9711359669785227,3.080182231167918,0.3877933620330509,0.2775077535527473,25,0.09849906191369606,0.8619530207351682,1066,21603,midbrain_mouse,0.9601754649566364,3.0808367836095654,0.3851316946720363,0.27792436235708,25,0.09836065573770492,0.8630360739717136,915,21603,0.6,NA
