method,ARI,AMI,FMI,unlabeled_pctg,cluster_num,pred_type_max_pctg,supervised,dataset,complexity,entropy,seq_depth_med,seq_depth_IQR,cell_types,cell_type_max_pctg,sparsity,sample_num,gene_num,quantile,assigned
scmap_cluster...1,0.24638267372725164,0.5114752235610696,0.316556538824148,0.258,24,0.258,TRUE,midbrain_human,0.9579560840633208,2.9620948970115304,0.15052992678306282,0.04903742767907432,23,0.106,0.9235362244636731,500,19531,0.3,NA
scmap_cell...2,0.023739584973349166,0.16771597859721799,0.23399560814697373,0.81,15,0.81,TRUE,midbrain_human,0.9579560840633208,2.9620948970115304,0.15052992678306282,0.04903742767907432,23,0.106,0.9235362244636731,500,19531,0.3,NA
chetah...3,0.19882116390619148,0.49522107819807476,0.24913193742036907,0.186,24,0.186,TRUE,midbrain_human,0.9579560840633208,2.9620948970115304,0.15052992678306282,0.04903742767907432,23,0.106,0.9235362244636731,500,19531,0.3,NA
singlecellnet...4,0.47628190469103865,0.6393108360359625,0.5101575304444018,0.046,22,0.116,TRUE,midbrain_human,0.9579560840633208,2.9620948970115304,0.15052992678306282,0.04903742767907432,23,0.106,0.9235362244636731,500,19531,0.3,NA
garnett...5,0,0,0.2384989801383941,1,1,1,TRUE,midbrain_human,0.9579560840633208,2.9620948970115304,0.15052992678306282,0.04903742767907432,23,0.106,0.9235362244636731,500,19531,0.3,NA
singleR...6,0.37397014072662427,0.5944938993926611,0.413100748454019,0,22,0.11,TRUE,midbrain_human,0.9579560840633208,2.9620948970115304,0.15052992678306282,0.04903742767907432,23,0.106,0.9235362244636731,500,19531,0.3,NA
cellassign...7,0.5841483937283765,0.7467743322041709,0.611551210014682,0,20,0.11,TRUE,midbrain_human,0.9579560840633208,2.9620948970115304,0.15052992678306282,0.04903742767907432,23,0.106,0.9235362244636731,500,19531,0.3,NA
scmap_cluster...8,NA,NA,NA,NA,NA,NA,TRUE,midbrain_human,0.9579560840633208,2.9620948970115304,0.15052992678306282,0.04903742767907432,23,0.106,0.9235362244636731,500,19531,0.3,TRUE
scmap_cell...9,NA,NA,NA,NA,NA,NA,TRUE,midbrain_human,0.9579560840633208,2.9620948970115304,0.15052992678306282,0.04903742767907432,23,0.106,0.9235362244636731,500,19531,0.3,TRUE
chetah...10,NA,NA,NA,NA,NA,NA,TRUE,midbrain_human,0.9579560840633208,2.9620948970115304,0.15052992678306282,0.04903742767907432,23,0.106,0.9235362244636731,500,19531,0.3,TRUE
singlecellnet...11,NA,NA,NA,NA,NA,NA,TRUE,midbrain_human,0.9579560840633208,2.9620948970115304,0.15052992678306282,0.04903742767907432,23,0.106,0.9235362244636731,500,19531,0.3,TRUE
garnett...12,NA,NA,NA,NA,NA,NA,TRUE,midbrain_human,0.9579560840633208,2.9620948970115304,0.15052992678306282,0.04903742767907432,23,0.106,0.9235362244636731,500,19531,0.3,TRUE
singleR...13,NA,NA,NA,NA,NA,NA,TRUE,midbrain_human,0.9579560840633208,2.9620948970115304,0.15052992678306282,0.04903742767907432,23,0.106,0.9235362244636731,500,19531,0.3,TRUE
cellassign...14,NA,NA,NA,NA,NA,NA,TRUE,midbrain_human,0.9579560840633208,2.9620948970115304,0.15052992678306282,0.04903742767907432,23,0.106,0.9235362244636731,500,19531,0.3,TRUE
scmap_cluster...15,0.24638267372725164,0.5114752235610696,0.316556538824148,NA,NA,NA,TRUE,midbrain_human,0.9579560840633208,2.9620948970115304,0.15052992678306282,0.04903742767907432,23,0.106,0.9235362244636731,500,19531,0.3,FALSE
scmap_cell...16,0.023739584973349166,0.16771597859721799,0.23399560814697373,NA,NA,NA,TRUE,midbrain_human,0.9579560840633208,2.9620948970115304,0.15052992678306282,0.04903742767907432,23,0.106,0.9235362244636731,500,19531,0.3,FALSE
chetah...17,0.19882116390619148,0.49522107819807476,0.24913193742036907,NA,NA,NA,TRUE,midbrain_human,0.9579560840633208,2.9620948970115304,0.15052992678306282,0.04903742767907432,23,0.106,0.9235362244636731,500,19531,0.3,FALSE
singlecellnet...18,0.47628190469103865,0.6393108360359625,0.5101575304444018,NA,NA,NA,TRUE,midbrain_human,0.9579560840633208,2.9620948970115304,0.15052992678306282,0.04903742767907432,23,0.106,0.9235362244636731,500,19531,0.3,FALSE
garnett...19,0,0,0.2384989801383941,NA,NA,NA,TRUE,midbrain_human,0.9579560840633208,2.9620948970115304,0.15052992678306282,0.04903742767907432,23,0.106,0.9235362244636731,500,19531,0.3,FALSE
singleR...20,0.37397014072662427,0.5944938993926611,0.413100748454019,NA,NA,NA,TRUE,midbrain_human,0.9579560840633208,2.9620948970115304,0.15052992678306282,0.04903742767907432,23,0.106,0.9235362244636731,500,19531,0.3,FALSE
cellassign...21,0.5841483937283765,0.7467743322041709,0.611551210014682,NA,NA,NA,TRUE,midbrain_human,0.9579560840633208,2.9620948970115304,0.15052992678306282,0.04903742767907432,23,0.106,0.9235362244636731,500,19531,0.3,FALSE
scmap_cluster...22,0.6363800396486357,0.6252310050840364,0.6710478456436986,0.04609218436873747,22,0.21442885771543085,TRUE,midbrain_human,0.9668327370130694,2.6772312624232333,0.4717628385643336,0.14028979570938505,23,0.218436873747495,0.8257861275774631,499,19531,0.7,NA
